820,Bacteroides uniformis,4.01528430101266,5.0028338942635
821,Bacteroides vulgatus,5.74473818822785,7.43489055012626
28116,Bacteroides ovatus,1.99194102263291,4.48231015872188
40520,Blautia obeum,0.708689215177215,0.79293992778707
89014,Blautia luti,1.09607419556962,2.06507751703829
261299,Intestinibacter bartlettii,0.593172157848101,1.11894291970875
328814,Alistipes shahii,1.07066043265823,2.37510423668548
357276,Bacteroides dorei,3.07132030681013,5.73323184927556
1297750,Bacteroides luti,3.03503796962025,3.59945720833635
817,Bacteroides fragilis,2.29876754,6.57933057510968
818,Bacteroides thetaiotaomicron,1.29536810382051,1.86720043977151
853,Faecalibacterium prausnitzii,1.61450647679487,1.953391771973
28117,Alistipes putredinis,0.986972593961538,1.48458260128223
31971,[Eubacterium] dolichum,0.201102083192308,0.328501259907197
33038,[Ruminococcus] gnavus,0.541644025051282,1.23997915540835
39491,[Eubacterium] rectale,0.968069382628205,2.7831922927831
39778,Veillonella dispar,1.74988532294872,4.06686444225008
46506,Bacteroides stercoris,1.95522897229487,4.01647400866339
1304,Streptococcus salivarius,0.239004407792208,0.397227568308821
28111,Bacteroides eggerthii,0.390624161831169,1.60038133892095
29466,Veillonella parvula,1.92818089233766,5.29447671575515
33031,Peptoniphilus lacrimalis,0.528935124545455,2.14026025621745
1535,[Clostridium] leptum,0.297705422236842,0.395801935337162
39488,[Eubacterium] hallii,0.302950836447368,0.65728228424249
47678,Bacteroides caccae,1.23648917235526,3.3444993002214
180311,Hespellia stercorisuis,0.659544699736842,1.32705306512763
371601,Bacteroides xylanisolvens,1.26307276171053,2.76498598833295
1303,Streptococcus oralis,0.043164986,0.102887453399653
1532,Blautia coccoides,0.108840760066667,0.157206303858978
1559,Clostridium tertium,0.16300819084,0.404609124883735
28037,Streptococcus mitis,0.0892640673066667,0.239259386750933
204516,Bacteroides massiliensis,0.686646573586667,1.67524800571678
39492,[Eubacterium] siraeum,0.287345521324324,0.783286248412436
69825,[Clostridium] indolis,0.249286447351351,0.791780738225252
208479,[Clostridium] bolteae,0.0617208944594595,0.1250211640164
328813,Alistipes onderdonkii,1.17143518606757,4.09523293426527
562,Escherichia coli,2.85130137094521,7.11284703185086
823,Parabacteroides distasonis,0.525975765232877,1.43667968803608
1515,Ruminiclostridium thermocellum,0.119245643,0.167745512847093
39484,Eubacterium desmolans,0.474171754684932,2.34303889546648
39485,[Eubacterium] eligens,0.351822299493151,0.712370497412676
39777,Veillonella atypica,1.31049505328767,4.0822620959371
40518,Ruminococcus bromii,2.2205698849863,9.28593970738929
