7 Azorhizobium caulinodans 0.0290208073333333
9 Buchnera aphidicola 0.00256925463346614
11 Cellulomonas gilvus 0.0026760698
14 Dictyoglomus thermophilum 0.00127959885714286
17 Methylophilus methylotrophus 0.00314798880555556
19 Pelobacter carbinolicus 0.00745612391212121
24 Shewanella putrefaciens 0.011393020083945
25 Shewanella hanedai 0.00332403
33 Myxococcus fulvus 0.0083153384
35 Corallococcus macrosporus 0.000172818
41 Stigmatella aurantiaca 0.002576323
51 Chondromyces apiculatus 0.00122797652
54 Nannocystis exedens 0.00143681234782609
56 Sorangium cellulosum 0.00125583035625
61 Vitreoscilla stercoraria 0.00282787214634146
69 Lysobacter enzymogenes 0.0067134916
72 Simonsiella muelleri 0.0038649620234375
78 Caulobacter sp. 0.00245
83 Hyphomicrobium vulgare 0.00533805527777778
84 Hyphomicrobium methylovorum 0.00490070466666667
86 Hyphomonas jannaschiana 0.00170312302380952
94 Stella humosa 0.00193388021428571
102 Polaribacter glomeratus 0.00116670879069767
103 Flectobacillus major 0.00292407294303797
104 Cyclobacterium marinum 0.0088366025
106 Runella slithyformis 0.0796507616842105
108 Spirosoma linguale 0.021317719125
114 Gemmata obscuriglobus 0.00948563265333333
119 Rubinisphaera brasiliensis 0.00234380622105263
120 Planctopirus limnophila 0.0019478208125
122 Gimesia maris 0.00415680682407407
124 Blastopirellula marina 0.00357578053571429
125 Pirellula staleyi 0.00349352679375
128 Isosphaera pallida 0.01186331340625
134 Methylocystis parvus 0.001309496
139 Borreliella burgdorferi 0.00171493
140 Borrelia hermsii 0.000714556
142 Borrelia turicatae 0.0005734315
144 Borrelia coriaceae 0.0016353455
147 Spirochaeta aurantia 0.0029163195
148 Spirochaeta bajacaliforniensis 0.0040049752537037
150 Spirochaeta isovalerica 0.00134366639142857
151 Spirochaeta litoralis 0.00247286384615385
152 Treponema stenostreptum 0.00150755609791667
154 Spirochaeta thermophila 0.00195423157727273
156 Treponema zuelzerae 0.003995419
158 Treponema denticola 0.00968688707352941
159 Brachyspira hyodysenteriae 0.0077532581
160 Treponema pallidum 0.087244009434
162 Treponema phagedenis 0.00183977887
163 Treponema bryantii 0.00565652305151515
164 Treponema pectinovorum 0.0183485639565217
167 Treponema succinifaciens 2.53623027571053
172 Leptospira biflexa 0.000532044
173 Leptospira interrogans 0.0013953015
174 Leptospira borgpetersenii 0.0012212475
180 Leptospirillum ferrooxidans 0.00195635723125
183 Leptonema illini 0.00343940244534413
188 Magnetospirillum magnetotacticum 0.0003986674
189 Novispirillum itersonii 0.00460536872
190 Aquaspirillum serpens 0.0519621098494624
192 Azospirillum brasilense 0.004016984575
193 Azospirillum lipoferum 0.0302851813760684
195 Campylobacter coli 0.0467484797777778
196 Campylobacter fetus 0.00318067275
197 Campylobacter jejuni 0.214114879870874
198 Campylobacter hyointestinalis 0.203833374787879
199 Campylobacter concisus 0.0379505896294574
200 Campylobacter curvus 0.00832417940909091
201 Campylobacter lari 0.000897091
202 Campylobacter mucosalis 0.0140827857933333
203 Campylobacter rectus 0.00206484
204 Campylobacter showae 0.0224338812626437
206 Campylobacter sputorum 0.00326541572222222
210 Helicobacter pylori 0.0127163643136095
211 Helicobacter sp. CLO-3 0.000572126
213 Helicobacter cinaedi 0.0682519183571429
214 Helicobacter felis 0.0250079965625
215 Helicobacter fennelliae 0.00230786925
216 Helicobacter muridarum 0.00256097523333333
217 Helicobacter mustelae 0.0029170257
228 Pseudoalteromonas haloplanktis 0.00475165681898734
236 Brucella ovis 0.000857467
238 Elizabethkingia meningoseptica 0.0069501985
245 Flavobacterium aquatile 0.0616160430561798
246 Chryseobacterium balustinum 0.0108161185598958
247 Empedobacter brevis 0.0153528991283784
249 Terrimonas ferruginea 0.00193259509736842
250 Chryseobacterium gleum 0.00334455985714286
252 Halomonas halmophila 0.00401231670422535
253 Chryseobacterium indologenes 0.0102276736865672
254 Chryseobacterium indoltheticum 0.16465478531746
256 Myroides odoratus 0.00375874127102804
258 Sphingobacterium spiritivorum 0.029042955025641
259 Sphingobacterium thalpophilum 0.00584048249101124
263 Francisella tularensis 0.00859452494444444
266 Paracoccus denitrificans 0.0145818313586957
267 Paracoccus sp. 0.01106
271 Thermus aquaticus 0.00166653766666667
274 Thermus thermophilus 0.0230668098857143
276 Thermus filiformis 0.0018143295
277 Meiothermus ruber 0.00259934477317073
280 Xanthobacter autotrophicus 0.0308856725
285 Comamonas testosteroni 0.147271413075439
287 Pseudomonas aeruginosa 0.479508688328885
292 Burkholderia cepacia 1.18976886910744
293 Brevundimonas diminuta 0.351150550407056
294 Pseudomonas fluorescens 0.066650814682393
296 Pseudomonas fragi 0.0384227906976744
297 Hydrogenophilus thermoluteolus 0.00770037422580645
300 Pseudomonas mendocina 0.076891315352518
301 Pseudomonas oleovorans 0.0260372659606299
303 Pseudomonas putida 0.0196577646097561
304 Pelomonas saccharophila 0.000275916
305 Ralstonia solanacearum 0.146378724376106
306 Pseudomonas sp. 0.0780736842105263
316 Pseudomonas stutzeri 0.0177040667466063
317 Pseudomonas syringae 0.233880387059322
329 Ralstonia pickettii 0.178922964834008
337 Burkholderia glumae 0.00114329
339 Xanthomonas campestris 0.00550180628787879
343 Xanthomonas translucens 0.290149928571429
346 Xanthomonas citri 0.0304399557777778
347 Xanthomonas oryzae 0.00599014395522388
350 Zoogloea ramigera 0.00453248817777778
353 Azotobacter chroococcum 0.00055353125
354 Azotobacter vinelandii 0.00275484824545455
358 Agrobacterium tumefaciens 0.01261723286
373 Agrobacterium vitis 0.00144533313636364
375 Bradyrhizobium japonicum 0.00283500759183673
380 Sinorhizobium fredii 0.00773422146666667
381 Mesorhizobium loti 0.351066676666667
382 Sinorhizobium meliloti 0.0158655053225806
384 Rhizobium leguminosarum 0.00516454121111111
398 Rhizobium tropici 0.000770455
399 Neorhizobium galegae 0.00285242
405 Methylobacillus flagellatus 0.00452795801388889
406 Methylobacillus glycogenes 0.0093637610625
408 Methylobacterium extorquens 0.00696661081481481
410 Methylobacterium organophilum 0.00544635343968254
414 Methylococcus capsulatus 0.00952189574673913
415 Methylobacter luteus 0.003427962353125
421 Methylomonas methanica 0.00384439927083333
424 Methylomonas rubra 0.00168398566666667
426 Methylosinus trichosporium 0.00161592423300971
428 Methylosinus sporium 0.00300819
435 Acetobacter aceti 0.00279148666666667
436 Komagataeibacter hansenii 0.00070848975
437 Acidomonas methanolica 0.000430254
438 Acetobacter pasteurianus 0.0522006942623762
442 Gluconobacter oxydans 0.0034681722
446 Legionella pneumophila 0.00879884126969697
447 Fluoribacter bozemanae 0.000575218
449 Legionella hackeliae 0.002225777716
450 Legionella longbeachae 0.123505299
451 Tatlockia micdadei 0.00698977
453 Legionella feeleii 0.00270019607190083
454 Legionella israelensis 0.000673954
456 Legionella jordanis 0.00158588944444444
464 Fluoribacter gormanii 0.00294215
466 Legionella maceachernii 0.00182328666666667
470 Acinetobacter baumannii 0.109503694807065
471 Acinetobacter calcoaceticus 0.0423323992874252
472 Acinetobacter sp. 0.0451764516129032
476 Moraxella bovis 0.0010453358125
477 Moraxella lacunata 0.0208782264615385
478 Moraxella nonliquefaciens 0.40476185430221
480 Moraxella catarrhalis 0.636414307238889
483 Neisseria cinerea 0.208886417618596
484 Neisseria flavescens 0.0715873913043478
485 Neisseria gonorrhoeae 0.04946675
486 Neisseria lactamica 0.0108922975130435
487 Neisseria meningitidis 0.0212707958373494
488 Neisseria mucosa 0.0717576023034759
489 Neisseria polysaccharea 0.00228309014285714
490 Neisseria sicca 0.00510567643846154
493 Neisseria canis 0.00661277646276596
495 Neisseria elongata 0.00457657360144928
496 Neisseria macacae 0.0425379770271493
498 Psychrobacter immobilis 0.00157478304666667
500 Thermomicrobium roseum 0.00266391081168831
502 Kingella denitrificans 0.00251875830434783
504 Kingella kingae 9.20665e-05
505 Kingella oralis 0.0186562208481013
511 Alcaligenes faecalis 0.203970923575
512 Alcaligenes sp. 0.010996
518 Bordetella bronchiseptica 0.00248390745588235
519 Bordetella parapertussis 0.00414443
520 Bordetella pertussis 0.0023366408
521 Bordetella avium 0.00280708469230769
523 Acidiphilium angustum 0.00414413
524 Acidiphilium cryptum 0.043687444245614
526 Acidiphilium rubrum 0.01391618625
529 Ochrobactrum anthropi 0.0443282426927083
531 Polaribacter irgensii 0.001357313375
533 Beijerinckia indica 0.000714488
536 Chromobacterium violaceum 0.00419502375
537 Iodobacter fluviatilis 0.00197306252941176
539 Eikenella corrodens 0.0153807825176471
542 Zymomonas mobilis 0.00753244872324723
545 Citrobacter koseri 0.125533928571429
546 Citrobacter freundii 0.326528006127504
548 [Enterobacter] aerogenes 4.105519015
549 Pantoea agglomerans 0.0165511771515267
550 Enterobacter cloacae 1.00000824108996
553 Pantoea ananatis 0.0655052320014472
554 Pectobacterium carotovorum 0.00285822
562 Escherichia coli 1.99706166214224
563 Shimwellia blattae 0.0063119721722488
564 Escherichia fergusonii 0.0560586956521739
565 Escherichia hermannii 0.577966363636364
569 Hafnia alvei 0.0336864285714286
571 Klebsiella oxytoca 2.45975762452107
573 Klebsiella pneumoniae 0.826789686954127
576 Klebsiella sp. 0.156337
582 Morganella morganii 0.215858258991364
584 Proteus mirabilis 0.701025077453651
585 Proteus vulgaris 0.0654308957714286
587 Providencia rettgeri 0.362379629517241
588 Providencia stuartii 0.116114014605519
614 Serratia liquefaciens 2.17761
615 Serratia marcescens 0.498101693846154
621 Shigella boydii 0.00483426004694836
623 Shigella flexneri 0.0115321754743673
