7,Azorhizobium caulinodans,0.0290208073333333,0.03102708349201
9,Buchnera aphidicola,0.00256925463346614,0.00235805885946527
11,Cellulomonas gilvus,0.0026760698,0.00197787304575916
14,Dictyoglomus thermophilum,0.00127959885714286,0.000759806338178448
17,Methylophilus methylotrophus,0.00314798880555556,0.00214054955679046
19,Pelobacter carbinolicus,0.00745612391212121,0.0489050290109299
24,Shewanella putrefaciens,0.011393020083945,0.0725637445763621
25,Shewanella hanedai,0.00332403,
33,Myxococcus fulvus,0.0083153384,0.0139266657850652
35,Corallococcus macrosporus,0.000172818,
41,Stigmatella aurantiaca,0.002576323,0.00359250326911076
51,Chondromyces apiculatus,0.00122797652,0.00165233902384337
54,Nannocystis exedens,0.00143681234782609,0.00108400317216957
56,Sorangium cellulosum,0.00125583035625,0.000873571894421917
61,Vitreoscilla stercoraria,0.00282787214634146,0.00319456412798474
69,Lysobacter enzymogenes,0.0067134916,0.0147760629920771
72,Simonsiella muelleri,0.0038649620234375,0.00740008067092038
78,Caulobacter sp.,0.00245,
83,Hyphomicrobium vulgare,0.00533805527777778,0.0126464652689684
84,Hyphomicrobium methylovorum,0.00490070466666667,0.00689997003132806
86,Hyphomonas jannaschiana,0.00170312302380952,0.00162362178290035
94,Stella humosa,0.00193388021428571,0.00122824714487081
102,Polaribacter glomeratus,0.00116670879069767,0.00127215686462717
103,Flectobacillus major,0.00292407294303797,0.00553517843323765
104,Cyclobacterium marinum,0.0088366025,0.0154746304116473
106,Runella slithyformis,0.0796507616842105,0.0725563993428688
108,Spirosoma linguale,0.021317719125,0.0567035673548813
114,Gemmata obscuriglobus,0.00948563265333333,0.0792277050304995
119,Rubinisphaera brasiliensis,0.00234380622105263,0.00396710654592162
120,Planctopirus limnophila,0.0019478208125,0.0018556864255028
122,Gimesia maris,0.00415680682407407,0.0189158271225106
124,Blastopirellula marina,0.00357578053571429,0.00900336461394528
125,Pirellula staleyi,0.00349352679375,0.0117471230425192
128,Isosphaera pallida,0.01186331340625,0.0578514669453526
134,Methylocystis parvus,0.001309496,0.000616235074522702
139,Borreliella burgdorferi,0.00171493,
140,Borrelia hermsii,0.000714556,
142,Borrelia turicatae,0.0005734315,2.52649252917953e-06
144,Borrelia coriaceae,0.0016353455,0.000953129736458002
147,Spirochaeta aurantia,0.0029163195,0.00395623666717795
148,Spirochaeta bajacaliforniensis,0.0040049752537037,0.00704827375085349
150,Spirochaeta isovalerica,0.00134366639142857,0.00203468121229304
151,Spirochaeta litoralis,0.00247286384615385,0.0032045261460042
152,Treponema stenostreptum,0.00150755609791667,0.00143492832276009
154,Spirochaeta thermophila,0.00195423157727273,0.00190660781224949
156,Treponema zuelzerae,0.003995419,0.00333327084604042
