Bacteroides uniformis	4.30795387747826
Faecalibacterium prausnitzii	5.61330387710904
Blautia obeum	0.691434179855282
Bacteroides vulgatus	4.09577425762491
Bacteroides ovatus	1.19705197238876
Bacteroides thetaiotaomicron	1.16736994241897
Bacteroides dorei	2.28320113062807
[Eubacterium] rectale	3.65466795489048
Alistipes putredinis	2.76970840446029
Parabacteroides distasonis	0.66156603147452
[Ruminococcus] torques	2.13216596653557
[Eubacterium] hallii	0.633591539341379
Coprococcus comes	0.673592622811795
Dorea longicatena	0.893832332418766
Parabacteroides merdae	1.39296693319704
Collinsella aerofaciens	1.03683180259895
Roseburia inulinivorans	1.10621022342731
Alistipes shahii	0.611246763833775
Ruminococcus bromii	3.91975045094234
Alistipes onderdonkii	1.52233368236521
Escherichia coli	3.85563546876186
Bacteroides caccae	1.40522249679409
Dorea formicigenerans	0.4935417657
[Eubacterium] eligens	1.13240068294444
Bacteroides fragilis	1.2673145626945
Bacteroides xylanisolvens	0.915968110200573
Akkermansia muciniphila	4.56803842035077
Streptococcus salivarius	0.631102503353973
Bacteroides cellulosilyticus	1.01626364570607
Bacteroides stercoris	2.75159662814974
Bifidobacterium longum	1.50881121031635
[Clostridium] leptum	0.292644354104235
Roseburia intestinalis	1.14793868349077
Roseburia hominis	0.424277348042623
[Eubacterium] siraeum	1.76188968670588
[Clostridium] bolteae	0.556040258579545
[Ruminococcus] gnavus	0.956138384283105
Alistipes finegoldii	0.338123327291183
Bacteroides massiliensis	1.63153025106796
Eubacterium ramulus	0.298824893011029
[Clostridium] symbiosum	0.254798018963054
Eubacterium ventriosum	0.388355259929114
Dialister invisus	2.11554048900133
Bilophila wadsworthia	0.0641752218373656
Prevotella copri	7.33524904705114
Veillonella parvula	0.686570235283019
Streptococcus thermophilus	0.357113132809202
Bifidobacterium adolescentis	3.04334230220974
Odoribacter splanchnicus	0.682580829609309
Hungatella hathewayi	0.18641769258156
Bacteroides eggerthii	1.94010580715835
Ruminococcus lactaris	0.998619257408696
Bacteroides nordii	0.246556203332344
Streptococcus mitis	0.296720772389881
Coprococcus catus	0.344885945121951
Barnesiella intestinihominis	1.60463104333868
Bacteroides intestinalis	0.348803341404531
Anaerotruncus colihominis	0.203728075329508
Bacteroides coprocola	4.11781341619376
Lachnospiraceae bacterium 7_1_58FAA	0.0679527960526316
Ruminococcus callidus	0.340272795052805
Haemophilus parainfluenzae	0.352344556852101
Lachnospiraceae bacterium 3_1_46FAA	0.222035677083333
Streptococcus vestibularis	0.141742293433862
Fusobacterium nucleatum	0.49577863045053
Parasutterella excrementihominis	0.367561228639344
Holdemania filiformis	0.0623911639470803
Veillonella atypica	0.411287989996317
[Clostridium] citroniae	0.122869622274908
Eggerthella lenta	0.0530945205638095
Veillonella dispar	0.425792415082534
Parabacteroides goldsteinii	0.217269968397287
Paraprevotella clara	0.644528665397287
Lachnospiraceae bacterium 5_1_63FAA	0.21430186770428
Bacteroides plebeius	0.838600027733855
Bifidobacterium pseudocatenulatum	0.529277219
Parabacteroides johnsonii	0.329311030348178
Bacteroides salyersiae	0.686191495443089
Methanobrevibacter smithii	2.83808836799755
Streptococcus parasanguinis	0.420652125737705
Holdemanella biformis	0.837000683604555
Granulicatella adiacens	0.107128002679089
Bacteroides luti	1.35203709840129
Anaerostipes hadrus	0.274154224137931
[Clostridium] indolis	0.30561819780574
Oscillibacter valericigenes	0.940560283870246
Intestinibacter bartlettii	0.136841302143508
Desulfovibrio desulfuricans	0.136211141214612
Lachnospiraceae bacterium 1_1_57FAA	1.29558761020882
Adlercreutzia equolifaciens	0.169276365063232
[Clostridium] saccharolyticum	0.258600219913146
Alistipes indistinctus	0.225725421952381
Streptococcus oralis	0.164273069478469
Acidaminococcus intestini	0.434231401392771
[Clostridium] neopropionicum	0.257520433353086
Mitsuokella multacida	0.401051109134328
Eubacterium desmolans	0.157270315919598
Alistipes timonensis	0.230698005572864
Klebsiella pneumoniae	0.403682701134518
[Clostridium] propionicum	0.154951967565217
Blautia hydrogenotrophica	0.0584489887263427
Solobacterium moorei	0.18857504974359
Gordonibacter pamelaeae	0.0334508280976864
Barnesiella viscericola	0.454856031801034
Ruminiclostridium thermocellum	0.251789389310881
Peptostreptococcus stomatis	0.494088521712794
Erysipelatoclostridium ramosum	0.214934092947368
Bifidobacterium catenulatum	0.204181357706199
[Clostridium] methylpentosum	0.513281840889488
Alistipes senegalensis	0.0623423450134771
Flavonifractor plautii	0.119029283623978
Pseudoflavonifractor capillosus	0.0158393585576923
Blautia coccoides	0.0512308068480663
Hespellia stercorisuis	0.0532021672842541
Bacteroides stercorirosoris	0.0322642509472222
Ruminococcus albus	0.16396028176
Bacteroides acidifaciens	0.0370458087965616
[Clostridium] aldenense	0.0990514395890805
Parvimonas micra	0.354610902260116
Blautia luti	0.024926824566474
Gemella haemolysans	0.182882648798246
Peptoniphilus lacrimalis	0.0737490312781065
Lachnospiraceae bacterium 3_1_57FAA_CT1	0.272612908011869
[Clostridium] spiroforme	0.11852559353012
Roseburia faecis	0.249281868942598
Gemella morbillorum	0.227898358625767
Shigella flexneri	0.153245918809231
Pseudomonas aeruginosa	0.318039671351852
[Clostridium] viride	0.0745665984228395
Megamonas hypermegale	1.27600158916409
Streptococcus gordonii	0.0416738775625
Ruminococcaceae bacterium D16	0.20248565625
