28116 Bacteroides ovatus 3.33065338599369
821 Bacteroides vulgatus 2.11661212070033
818 Bacteroides thetaiotaomicron 1.86896244925817
820 Bacteroides uniformis 1.48137614798039
239935 Akkermansia muciniphila 5.96613516547315
562 Escherichia coli 7.53648212459122
817 Bacteroides fragilis 2.48161300340989
208479 Clostridium bolteae 0.60342854976087
1352 Enterococcus faecium 4.53191507613704
823 Parabacteroides distasonis 0.542427508432836
33038 Ruminococcus gnavus 0.827349463317164
536633 Blautia glucerasea 1.45957673197368
1535 Clostridium leptum 0.360175146566038
357276 Bacteroides dorei 0.557211126593023
28037 Streptococcus mitis 0.342152344332016
351091 Oscillibacter valericigenes 0.283787609585657
40520 Blautia obeum 0.405930091915663
1512 Clostridium symbiosum 0.271923550821138
69825 Clostridium indolis 0.200855744715447
397865 Barnesiella viscericola 0.60458343162963
28117 Alistipes putredinis 1.13785492681092
371601 Bacteroides xylanisolvens 0.463668176105485
46506 Bacteroides stercoris 0.815351842662393
246787 Bacteroides cellulosilyticus 0.157304776837607
1304 Streptococcus salivarius 0.542211304686695
28901 Salmonella enterica 0.5678683375
487175 Parasutterella excrementihominis 0.843908581646552
29466 Veillonella parvula 0.822787764881057
1547 Erysipelatoclostridium ramosum 1.02960064827477
47678 Bacteroides caccae 0.905356728963964
1303 Streptococcus oralis 1.66031051533182
33039 Ruminococcus torques 0.556776434859091
1502 Clostridium perfringens 0.592266557415525
84112 Eggerthella lenta 0.291269167162791
84030 Clostridium saccharolyticum 0.103787440367925
37734 Enterococcus casseliflavus 0.498939475475962
187327 Acidaminococcus intestini 0.76269487546798
1515 Ruminiclostridium thermocellum 0.0846545134257426
35833 Bilophila wadsworthia 0.3930925179801
169435 Anaerotruncus colihominis 0.163232537895
1308 Streptococcus thermophilus 0.337666933226131
328813 Alistipes onderdonkii 1.74319170182915
39484 Eubacterium desmolans 0.0807079456410256
39778 Veillonella dispar 0.433270596561856
218538 Dialister invisus 0.661273358740741
46503 Parabacteroides merdae 0.764696970196808
204516 Bacteroides massiliensis 0.613201156723404
1522 Clostridium innocuum 1.25136322888649
29348 Clostridium spiroforme 0.169773106367568
291645 Bacteroides nordii 0.203597780434783
44749 Sporobacter termitidis 0.0918233035274725
165179 Prevotella copri 1.01113018653846
39491 Eubacterium rectale 0.6910531495
301301 Roseburia hominis 0.119198453322222
329854 Bacteroides intestinalis 0.138328013938889
1559 Clostridium tertium 0.983880001134831
584 Proteus mirabilis 0.565240560361582
180164 Blautia schinkii 0.396038349251429
1496 Clostridioides difficile 0.900911769366279
33035 Blautia producta 0.242790934502924
36847 Clostridium neopropionicum 0.153547097941176
358742 Clostridium aldenense 0.0984333862294118
1596 Lactobacillus gasseri 0.260378695366864
1532 Blautia coccoides 0.0736699601807229
214856 Alistipes finegoldii 0.283670626909639
216816 Bifidobacterium longum 0.586589299981928
28118 Odoribacter splanchnicus 0.444326276745455
28446 Clostridium propionicum 0.0711683086463415
84026 Clostridium methylpentosum 0.0633945125609756
39492 Eubacterium siraeum 0.0707772335705521
1671366 Ruminococcus sp. DSM 100440 0.177810074748466
1660 Actinomyces odontolyticus 0.14679254437037
1755626 Faecalibacterium sp. MC_41 1.81112690895062
626937 Christensenella minuta 0.0901187169068323
39488 Eubacterium hallii 0.0509844297658228
261299 Intestinibacter bartlettii 0.102129078764331
1354 Enterococcus hirae 0.143016651929032
39485 Eubacterium eligens 0.193445733496732
851 Fusobacterium nucleatum 0.579400926118421
310298 Bacteroides coprocola 0.984991632717105
1582 Lactobacillus casei 0.360123030516556
39486 Dorea formicigenerans 0.0649792224066667
74426 Collinsella aerofaciens 0.569602989686667
39496 Eubacterium ventriosum 0.0495143298926174
29363 Clostridium paraputrificum 0.137733338277027
40518 Ruminococcus bromii 0.146176541884354
410072 Coprococcus comes 0.258140474965986
1343 Streptococcus vestibularis 2.07466892674658
166486 Roseburia intestinalis 0.0672021487191781
328814 Alistipes shahii 0.216798666952055
197614 Streptococcus pasteurianus 0.487244470682759
1465754 Alistipes timonensis 0.0431495008896552
143393 Eubacterium sulci 0.0793692457152778
341225 Clostridium saccharogumia 0.170613510229167
1561 Clostridium baratii 16.3103021067234
1280 Staphylococcus aureus 0.09769754435
29370 Clostridium sphenoides 0.0322205584
729 Haemophilus parainfluenzae 0.296600510115942
1680 Bifidobacterium adolescentis 0.214288109789855
29347 Clostridium scindens 0.13722000826087
100884 Coprobacillus cateniformis 0.0620040709632353
1379 Gemella haemolysans 0.0453795730526316
105841 Anaerostipes caccae 0.211880332545455
288965 Clostridium clariflavum 0.0453446298560606
1265 Ruminococcus flavefaciens 0.0390615039236641
31971 Eubacterium dolichum 0.603077739302326
61171 Holdemania filiformis 0.0398869766640625
28111 Bacteroides eggerthii 0.247817055952756
856 Fusobacterium varium 0.67319671865873
876 Desulfovibrio desulfuricans 0.057496527515873
1311 Streptococcus agalactiae 0.187280826706349
133453 Caldilinea aerophila 0.0482471861721311
155617 Enterococcus moraviensis 0.0582516860504202
